Iteration, w1,w2,w3, f1,f2,f3, MaxRegret, is_duplicate, wd,wr,wt
-3,1,0, 0, 20.0154,0.959798,10.0077, 0
-2,0,1, 0, 20.3631,0.959532,10.1816, 0
-1,0,0, 1, 24.5904,2.81677,2.21509, 0
0,0,0.53724,0.46276, 23.1119,1.33834,2.43888, 0.354229,0,1,0,0,0,1,0,0,0,1
1,0,0.849729,0.150271, 22.7289,1.11693,2.88894, 0.117578,0,0,0.53724,0.46276,0,1,0,0,0,1
1,0.855147,0,0.144853, 20.0923,0.98611,10.0461, 0.110865,0,1,0,0,0,0.53724,0.46276,0,0,1
2,0.80445,0,0.19555, 21.2011,1.08935,4.51621, 0.149666,0,1,0,0,0.855147,0,0.144853,0,0,1
2,0,0.846896,0.153104, 23.0829,1.10643,3.00109, 0.0899905,0,1,0,0,0,1,0,0,0.53724,0.46276
3,0.621179,0,0.378821, 21.578,1.19473,3.68885, 0.115569,0,1,0,0,0.80445,0,0.19555,0,0,1
3,0.683399,0.170091,0.14651, 21.2694,1.064,5.25359, 0.0860545,0,1,0,0,0,0.53724,0.46276,0.855147,0,0.144853
4,0.541621,0,0.458379, 21.9276,1.30782,2.78711, 0.100768,0,1,0,0,0.621179,0,0.378821,0,0,1
4,0.699576,0.1614,0.139024, 21.0951,1.03596,4.75043, 0.0816575,0,1,0,0,0,0.846896,0.153104,0,0.53724,0.46276
5,0.901183,0,0.0988168, 20.0632,0.984169,10.0316, 0.0756306,0,1,0,0,0.541621,0,0.458379,0,0,1
5,0,0.0988317,0.901168, 23.6072,1.83948,2.2589, 0.0651647,0,0,0.849729,0.150271,0,1,0,0,0,1
6,0,0.713539,0.286461, 22.9023,1.16699,2.70129, 0.224139,0,0,0.0988317,0.901168,0,1,0,0,0,1
7,0,0.908888,0.091112, 22.398,1.08474,3.05943, 0.0712898,0,0,0.713539,0.286461,0,1,0,0,0,1
8,0,0.118838,0.881162, 23.9967,1.91124,2.24914, 0.0783558,0,0,0.908888,0.091112,0,1,0,0,0,1
8,0.502262,0.267405,0.230333, 21.2565,1.07797,3.80984, 0.0632454,0,1,0,0,0,0.53724,0.46276,0.683399,0.170091,0.14651
9,0,0.697511,0.302489, 22.8091,1.16132,2.72218, 0.23668,0,0,0.118838,0.881162,0,1,0,0,0,1
9,0,0.213359,0.786641, 23.293,1.54533,2.31964, 0.0634612,0,0,0.908888,0.091112,0,0.118838,0.881162,0,0,1
10,0,0.910927,0.0890728, 22.3292,1.06115,3.30861, 0.0696943,0,0,0.697511,0.302489,0,1,0,0,0,1
11,0,0.14699,0.85301, 23.7896,1.74717,2.27037, 0.0969179,0,0,0.910927,0.0890728,0,1,0,0,0,1
12,0,0.735363,0.264637, 22.8167,1.1603,2.72823, 0.207063,0,0,0.14699,0.85301,0,1,0,0,0,1
12,0,0.295126,0.704874, 23.6574,1.51878,2.3409, 0.0726054,0,0,0.910927,0.0890728,0,0.14699,0.85301,0,0,1
14,0,0.369092,0.630908, 23.0052,1.43225,2.3768, 0.0638845,0,0,0.910927,0.0890728,0,0.295126,0.704874,0,0,1
14,0.907117,0,0.0928831, 20.0233,0.978352,10.0116, 0.0573363,0,1,0,0,0.621179,0,0.378821,0.541621,0,0.458379
15,0,0.409911,0.590089, 23.3008,1.44047,2.36116, 0.0590718,0,0,0.910927,0.0890728,0,0.369092,0.630908,0,0,1
