Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 23.2517,12.6616,11.6258, 0.313691
1,0,0.27033,0.72967, 34.5674,5.49149,17.2837, 0.269994
1,0,0.27033,0.72967, 34.3158,6.34812,2.50667, 0.20802
1,0.828083,0.171917,0, 27.3288,8.20419,2.8088, 0.0555615
2,0,0.365413,0.634587, 32.64,9.21487,2.96329, 0.364958
2,0,0.27033,0.72967, 22.4452,9.0619,11.2226, 0.20802
2,0.520462,0.0972236,0.382315, 21.9968,8.68209,10.9984, 0.138839
2,0.521505,0.129352,0.349143, 25.5662,30.0001,2.65084, 0.137607
3,0,0.259099,0.740901, 39.1693,8.24146,2.56512, 0.199378
3,0.50404,0.134073,0.361887, 22.6134,7.90584,11.3067, 0.132998
3,0.687354,0.312646,0, 22.8553,9.22212,11.4276, 0.101043
3,0.720628,0.0755229,0.20385, 22.4618,9.9928,11.2309, 0.0803425
4,0.521505,0.129352,0.349143, 22.4959,7.62631,11.248, 0.137607
4,0.521505,0.129352,0.349143, 21.7713,8.74379,10.8857, 0.137607
4,0.764933,0,0.235067, 22.113,10.4916,11.0565, 0.0694301
4,0.852657,0.147343,0, 23.1653,8.47228,11.5827, 0.0476195
5,0.520416,0.129646,0.349938, 21.9195,10.798,10.9598, 0.137319
5,0.496267,0.136174,0.367559, 27.7981,7.2449,3.97335, 0.130947
5,0.764933,0,0.235067, 22.5387,7.43174,11.2694, 0.0694301
5,0.496267,0.136174,0.367559, 22.047,7.90463,11.0235, 0.0633359
6,0.503652,0.134178,0.36217, 23.1532,7.69732,11.5766, 0.132896
6,0.634271,0.0988677,0.266861, 22.0158,8.1634,11.0079, 0.105177
6,0.764933,0,0.235067, 26.4413,11.7298,13.2207, 0.0694301
6,0.504945,0.133828,0.361227, 22.186,8.18825,11.093, 0.0644434
7,0.521505,0.129352,0.349143, 22.1419,6.82732,11.071, 0.137607
7,0.504136,0.134047,0.361817, 21.9554,7.66916,10.9777, 0.133024
7,0.764933,0,0.235067, 22.6201,9.71824,11.3101, 0.0694301
7,0.510115,0.132431,0.357454, 22.8486,8.25685,11.4243, 0.0651033
8,0.507096,0.133247,0.359657, 23.2835,8.33957,11.6417, 0.133805
8,0.501489,0.134763,0.363749, 25.2016,15.4566,12.6008, 0.132325
8,0.764933,0,0.235067, 23.4443,11.2234,11.7221, 0.0694301
8,0.521716,0.129295,0.34899, 22.4058,15.3677,11.2029, 0.0665838
9,0.521505,0.129352,0.349143, 21.2726,17.097,10.6363, 0.137607
9,0.521505,0.129352,0.349143, 25.255,13.4045,12.6275, 0.137607
9,0.764933,0,0.235067, 21.7953,7.15496,10.8977, 0.0694301
9,0.521716,0.129295,0.34899, 23.5488,7.19164,11.7744, 0.0665838
10,0.521505,0.129352,0.349143, 23.3557,7.20387,11.6778, 0.137607
10,0.488371,0.138309,0.37332, 29.1001,6.58978,2.54816, 0.128864
10,0.764933,0,0.235067, 25.5822,21.8647,4.65655, 0.0694301
10,0.521716,0.129295,0.34899, 22.2792,14.0912,11.1396, 0.0665838
11,0.521505,0.129352,0.349143, 22.3252,8.03624,11.1626, 0.137607
11,0.632123,0.0994484,0.268429, 31.6179,8.98151,15.809, 0.105795
11,0.764933,0,0.235067, 25.527,74.8164,12.7635, 0.0694301
11,0.519638,0.129856,0.350505, 22.8954,8.38262,11.4477, 0.0663187
12,0.521505,0.129352,0.349143, 22.1676,8.4176,11.0838, 0.137607
12,0.514837,0.131154,0.354009, 23.6509,10.5774,11.8254, 0.135847
12,0.764933,0,0.235067, 23.4401,13.6633,11.7201, 0.0694301
12,0.521716,0.129295,0.34899, 22.3634,7.56781,11.1817, 0.0665838
13,0.521505,0.129352,0.349143, 22.447,8.93679,11.2235, 0.137607
13,0.50972,0.132537,0.357742, 23.1265,9.44061,11.5633, 0.134497
13,0.764933,0,0.235067, 30.306,9.72388,2.63537, 0.0694301
13,0.515681,0.130926,0.353393, 22.7879,7.31987,11.3939, 0.0658137
14,0.521505,0.129352,0.349143, 22.0185,8.27633,11.0093, 0.137607
14,0.520079,0.129737,0.350184, 22.5636,9.72639,11.2818, 0.13723
14,0.764933,0,0.235067, 21.5224,52.4861,10.7612, 0.0694301
14,0.521716,0.129295,0.34899, 23.2691,17.9074,11.6346, 0.0665838
15,0.521505,0.129352,0.349143, 23.6408,12.8865,11.8204, 0.137607
15,0.504355,0.133988,0.361657, 29.3273,11.697,14.6637, 0.133081
15,0.764933,0,0.235067, 23.365,36.1018,11.6825, 0.0694301
15,0.521716,0.129295,0.34899, 25.4622,64.0373,3.63198, 0.0665838
16,0.521505,0.129352,0.349143, 22.1352,7.86718,11.0676, 0.137607
