Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 29.8119,2.41062,14.906, 0.313691
1,0,0.324123,0.675877, 23.8519,43.5434,11.926, 0.32372
1,0,0.304206,0.695794, 37.2596,6.62628,4.50432, 0.226535
2,0,0.303328,0.696672, 33.977,7.85481,16.9885, 0.302951
2,0,0.303328,0.696672, 26.3738,28.5941,13.1869, 0.225881
3,0,0.362959,0.637041, 26.0512,2.71391,13.0256, 0.362508
3,0,0.315377,0.684623, 30.7913,79.2554,4.58497, 0.234854
4,0,0.290393,0.709607, 27.2012,22.3492,3.83087, 0.290032
4,0.418955,0.137592,0.443453, 24.6433,5.48514,12.3217, 0.144771
5,0.425396,0.174798,0.399806, 30.4982,2.319,15.2491, 0.135609
5,0.425396,0.174798,0.399806, 23.195,13.3462,11.5975, 0.135609
6,0.425396,0.174798,0.399806, 29.5062,2.36522,14.7531, 0.135609
6,0.422347,0.175725,0.401928, 24.4927,3.98232,12.2463, 0.134637
7,0.425396,0.174798,0.399806, 21.4225,10.1269,10.7112, 0.135609
7,0.425396,0.174798,0.399806, 25.6988,4.61368,12.8494, 0.135609
8,0.425396,0.174798,0.399806, 32.0216,4.90283,2.96021, 0.135609
8,0.636827,0.363173,0, 25.6066,5.47529,12.8033, 0.117373
9,0.358548,0.195133,0.446319, 24.9673,36.556,12.4836, 0.114299
9,0.557098,0.134733,0.308169, 26.7711,24.5983,10.6281, 0.104527
10,0.425396,0.174798,0.399806, 26.7767,3.25947,13.3884, 0.135609
10,0.425396,0.174798,0.399806, 27.0806,15.6091,13.5403, 0.135609
11,0.425396,0.174798,0.399806, 29.9827,4.71752,4.3426, 0.135609
11,0.425396,0.174798,0.399806, 22.7676,29.3201,11.3838, 0.135609
12,0.425396,0.174798,0.399806, 27.0603,2.7401,13.5302, 0.135609
12,0.569767,0.130879,0.299354, 26.4384,70.2895,13.2192, 0.101537
13,0.425396,0.174798,0.399806, 33.5578,2.31508,16.7789, 0.135609
13,0.425396,0.174798,0.399806, 23.1425,21.2142,11.5712, 0.135609
14,0.425396,0.174798,0.399806, 23.5717,4.71586,11.7858, 0.135609
14,0.425396,0.174798,0.399806, 23.8975,19.7778,11.9487, 0.135609
15,0.425396,0.174798,0.399806, 27.873,18.4159,13.9365, 0.135609
15,0.422536,0.175668,0.401796, 26.7591,71.8889,13.0154, 0.134697
16,0.425396,0.174798,0.399806, 24.45,53.5839,12.225, 0.135609
16,0.425396,0.174798,0.399806, 32.6185,104.459,4.79978, 0.135609
17,0.425396,0.174798,0.399806, 26.6775,2.85849,13.3387, 0.135609
17,0.425396,0.174798,0.399806, 27.928,7.11349,13.964, 0.135609
18,0.425396,0.174798,0.399806, 23.9994,8.42224,11.9997, 0.135609
18,0.425396,0.174798,0.399806, 30.4014,4.73163,15.2007, 0.135609
19,0.425396,0.174798,0.399806, 30.1185,32.6656,3.15588, 0.135609
19,0.425396,0.174798,0.399806, 26.6086,7.13639,13.3043, 0.135609
