Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 31.7168,13.6709,6.18779, 0.313691
1,0.447674,0.12617,0.426156, 24.5898,6.89811,12.2949, 0.150508
1,0.55896,0.44104,0, 24.3621,11.6334,12.181, 0.142539
2,0,0.136486,0.863514, 34.3396,71.5,17.1698, 0.136317
2,0,0.136486,0.863514, 26.8994,37.0696,13.4497, 0.118858
3,0,0.433689,0.566311, 24.103,12.2627,12.0515, 0.43315
3,0,0.136486,0.863514, 24.036,10.5239,12.018, 0.118858
4,0,0.278786,0.721214, 27.8102,58.7535,13.9051, 0.27844
4,0,0.278786,0.721214, 25.6065,14.5037,12.8033, 0.131692
5,0,0.359886,0.640114, 24.9449,14.1257,12.4724, 0.359439
5,0,0.278786,0.721214, 26.1052,31.5486,13.0526, 0.131692
6,0,0.288763,0.711237, 22.8254,39.6637,11.4127, 0.288404
6,0,0.278786,0.721214, 29.8927,26.9512,5.03768, 0.131692
7,0,0.288462,0.711538, 25.9812,21.8671,12.9906, 0.288104
7,0,0.278786,0.721214, 24.6608,28.3586,12.3304, 0.131692
8,0,0.305538,0.694462, 29.5258,18.621,13.3211, 0.305158
8,0,0.278786,0.721214, 24.7672,6.50738,12.3836, 0.131692
9,0,0.309126,0.690874, 28.4827,10.4473,14.2414, 0.308742
9,0,0.278786,0.721214, 25.1207,4.47694,12.5603, 0.131692
10,0,0.319196,0.680804, 30.2136,68.6377,7.83705, 0.318799
10,0,0.278786,0.721214, 25.6153,27.5559,12.8077, 0.131692
11,0,0.733446,0.266554, 37.3509,28.2341,18.6754, 0.244977
11,0,0.278786,0.721214, 28.5046,29.214,10.3632, 0.131692
12,0,0.407967,0.592033, 27.0887,75.5727,13.5443, 0.40746
12,0,0.72667,0.27333, 24.3608,13.4447,12.1804, 0.153914
13,0,0.372319,0.627681, 24.0258,18.439,12.0129, 0.371856
13,0,0.372319,0.627681, 28.0837,10.0046,11.9522, 0.249413
14,0,0.28298,0.71702, 24.1284,11.6375,12.0642, 0.282629
14,0,0.274988,0.725012, 25.7859,11.9443,12.893, 0.184212
15,0,0.278548,0.721452, 27.7719,5.38966,13.886, 0.278202
15,0,0.295248,0.704752, 24.3543,4.07888,12.1772, 0.197784
16,0,0.308535,0.691465, 25.5255,6.14565,12.7628, 0.308151
16,0,0.274951,0.725049, 22.3736,5.66699,11.1868, 0.184187
17,0,0.288056,0.711944, 28.4712,8.12907,14.2356, 0.287698
17,0,0.255829,0.744171, 27.8475,12.694,13.9237, 0.171377
18,0,0.31713,0.68287, 31.2023,48.3335,5.13236, 0.316736
18,0,0.315336,0.684664, 26.0908,6.22805,11.7779, 0.211241
19,0,0.268526,0.731474, 24.3415,46.9071,12.1707, 0.179883
19,0,0.817313,0.182687, 30.5481,14.8763,13.4568, 0.167899
