Parent Map for Subproblem Tree 45
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.7793, 14.3733) -> 0 (1, 15)
    2 (2.61058, 13.8175) -> 1 (1.7793, 14.3733)
    3 (3.30537, 14.5367) -> 2 (2.61058, 13.8175)
    4 (3.10288, 12.9471) -> 1842 (2.53444, 13.6041)
    5 (4.00968, 12.5255) -> 4 (3.10288, 12.9471)
    6 (4.97558, 12.2666) -> 5 (4.00968, 12.5255)
    7 (3.66397, 15.4702) -> 520 (2.994, 15.475)
    8 (3.52023, 16.4598) -> 1098 (3.09543, 16.3107)
    9 (4.36605, 16.9933) -> 8 (3.52023, 16.4598)
    10 (5.88414, 11.8489) -> 6 (4.97558, 12.2666)
    11 (6.23148, 10.9111) -> 10 (5.88414, 11.8489)
    12 (5.30037, 17.3497) -> 9 (4.36605, 16.9933)
    13 (7.15511, 10.5278) -> 11 (6.23148, 10.9111)
    14 (7.89237, 9.85222) -> 13 (7.15511, 10.5278)
    15 (8.87943, 10.0125) -> 14 (7.89237, 9.85222)
    16 (9.24416, 9.08142) -> 516 (8.29126, 9.16315)
    17 (6.24185, 17.6868) -> 12 (5.30037, 17.3497)
    18 (5.56962, 10.1615) -> 1978 (5.40242, 10.682)
    19 (5.77453, 16.4693) -> 1000 (5.02753, 16.4172)
    20 (7.23783, 17.7764) -> 17 (6.24185, 17.6868)
    21 (8.18411, 17.4531) -> 20 (7.23783, 17.7764)
    22 (9.17253, 17.3013) -> 21 (8.18411, 17.4531)
    23 (9.96499, 8.3883) -> 1712 (9.40319, 8.7174)
    24 (10.3611, 7.47011) -> 1005 (10.1595, 7.82422)
    25 (9.90328, 17.984) -> 1890 (9.07215, 18.2477)
    26 (10.2969, 6.47218) -> 24 (10.3611, 7.47011)
    27 (10.7377, 5.57455) -> 26 (10.2969, 6.47218)
    28 (10.7921, 18.4422) -> 25 (9.90328, 17.984)
    29 (11.7271, 18.0875) -> 28 (10.7921, 18.4422)
    30 (5.0208, 18.3098) -> 854 (4.3162, 17.6925)
    31 (12.7271, 18.0878) -> 29 (11.7271, 18.0875)
    32 (5.08072, 9.28915) -> 1145 (5.06608, 10.0118)
    33 (11.7186, 5.38017) -> 27 (10.7377, 5.57455)
    34 (13.5661, 17.5437) -> 31 (12.7271, 18.0878)
    35 (14.2332, 18.2887) -> 1242 (13.594, 18.0452)
    36 (14.7753, 19.1289) -> 1686 (14.2621, 18.8895)
    37 (12.609, 5.83545) -> 33 (11.7186, 5.38017)
    38 (13.5787, 5.59146) -> 37 (12.609, 5.83545)
    39 (4.46116, 19.1386) -> 1510 (4.86717, 18.9756)
    40 (4.45212, 20.1385) -> 1675 (4.98207, 19.5769)
    41 (10.2034, 19.2505) -> 977 (10.1776, 18.3474)
    42 (10.0489, 4.84959) -> 27 (10.7377, 5.57455)
    43 (9.05008, 9.44299) -> 15 (8.87943, 10.0125)
    44 (15.6341, 19.6414) -> 36 (14.7753, 19.1289)
    45 (15.5823, 20.64) -> 44 (15.6341, 19.6414)
    46 (14.48, 6.0247) -> 38 (13.5787, 5.59146)
    47 (15.0108, 17.6599) -> 35 (14.2332, 18.2887)
    48 (15.5622, 21.6398) -> 45 (15.5823, 20.64)
    49 (7.31383, 18.7735) -> 219 (6.46437, 18.6379)
    50 (9.26744, 4.22564) -> 1893 (8.5102, 4.61687)
    51 (16.3347, 22.2748) -> 1064 (15.7808, 21.5845)
    52 (6.47258, 15.7532) -> 1652 (6.1086, 15.9555)
    53 (15.9132, 17.229) -> 47 (15.0108, 17.6599)
    54 (16.3742, 16.3416) -> 1777 (15.9952, 16.8698)
    55 (12.6068, 6.83544) -> 1866 (12.4989, 7.36678)
    56 (15.2844, 5.4306) -> 46 (14.48, 6.0247)
    57 (4.67303, 8.37603) -> 32 (5.08072, 9.28915)
    58 (9.75999, 20.1468) -> 1568 (9.00615, 19.9098)
    59 (16.0973, 4.84823) -> 56 (15.2844, 5.4306)
    60 (17.1805, 22.8083) -> 51 (16.3347, 22.2748)
    61 (16.7052, 15.398) -> 54 (16.3742, 16.3416)
    62 (4.74704, 21.0941) -> 1872 (4.62403, 20.1173)
    63 (8.49883, 3.58591) -> 1587 (7.94908, 3.16689)
    64 (16.6406, 5.6878) -> 1205 (15.9136, 5.2275)
