Parent Map for Subproblem Tree 27
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.25162, 14.5679) -> 0 (1, 15)
    2 (1.39879, 14.0901) -> 1 (1.25162, 14.5679)
    3 (1.57874, 13.6236) -> 2 (1.39879, 14.0901)
    4 (1.8512, 13.2043) -> 3 (1.57874, 13.6236)
    5 (2.25051, 12.9034) -> 4 (1.8512, 13.2043)
    6 (2.71146, 13.0971) -> 5 (2.25051, 12.9034)
    7 (3.18415, 13.2601) -> 6 (2.71146, 13.0971)
    8 (2.34011, 12.4115) -> 5 (2.25051, 12.9034)
    9 (1.35369, 15.3534) -> 0 (1, 15)
    10 (3.68305, 13.2932) -> 7 (3.18415, 13.2601)
    11 (4.10893, 13.0313) -> 10 (3.68305, 13.2932)
    12 (1.71802, 15.6959) -> 9 (1.35369, 15.3534)
    13 (4.53027, 13.3005) -> 11 (4.10893, 13.0313)
    14 (5.02993, 13.2819) -> 13 (4.53027, 13.3005)
    15 (5.39809, 12.9436) -> 14 (5.02993, 13.2819)
    16 (5.85645, 13.1433) -> 15 (5.39809, 12.9436)
    17 (1.64557, 16.1906) -> 12 (1.71802, 15.6959)
    18 (2.33754, 11.9115) -> 8 (2.34011, 12.4115)
    19 (6.21252, 13.4943) -> 16 (5.85645, 13.1433)
    20 (1.85502, 16.6446) -> 17 (1.64557, 16.1906)
    21 (2.59143, 11.4808) -> 18 (2.33754, 11.9115)
    22 (6.14882, 12.7377) -> 16 (5.85645, 13.1433)
    23 (6.59095, 12.5042) -> 22 (6.14882, 12.7377)
    24 (2.76453, 11.0117) -> 21 (2.59143, 11.4808)
    25 (6.64091, 13.7522) -> 19 (6.21252, 13.4943)
    26 (6.85285, 12.0783) -> 23 (6.59095, 12.5042)
    27 (2.80314, 10.5132) -> 24 (2.76453, 11.0117)
    28 (7.35266, 12.0643) -> 26 (6.85285, 12.0783)
    29 (7.1078, 13.9311) -> 25 (6.64091, 13.7522)
    30 (1.83938, 17.1444) -> 20 (1.85502, 16.6446)
    31 (2.50776, 10.1098) -> 27 (2.80314, 10.5132)
    32 (7.60256, 14.0033) -> 29 (7.1078, 13.9311)
    33 (8.09216, 13.9019) -> 32 (7.60256, 14.0033)
    34 (2.4975, 9.60987) -> 31 (2.50776, 10.1098)
    35 (2.58112, 9.11692) -> 34 (2.4975, 9.60987)
    36 (2.88108, 8.71689) -> 35 (2.58112, 9.11692)
    37 (7.68943, 11.6947) -> 28 (7.35266, 12.0643)
    38 (7.99551, 11.2994) -> 37 (7.68943, 11.6947)
    39 (1.6915, 17.622) -> 30 (1.83938, 17.1444)
    40 (3.00285, 8.23194) -> 36 (2.88108, 8.71689)
    41 (8.35853, 10.9556) -> 38 (7.99551, 11.2994)
    42 (8.5167, 10.4812) -> 41 (8.35853, 10.9556)
    43 (1.86728, 18.0901) -> 39 (1.6915, 17.622)
    44 (8.24393, 14.3783) -> 33 (8.09216, 13.9019)
    45 (2.28472, 18.3653) -> 43 (1.86728, 18.0901)
    46 (9.01547, 10.4462) -> 42 (8.5167, 10.4812)
    47 (3.06475, 7.73579) -> 40 (3.00285, 8.23194)
    48 (3.28114, 7.28504) -> 47 (3.06475, 7.73579)
    49 (2.4806, 18.8253) -> 45 (2.28472, 18.3653)
    50 (9.31539, 10.0461) -> 46 (9.01547, 10.4462)
    51 (2.29866, 11.1096) -> 21 (2.59143, 11.4808)
    52 (2.81145, 19.2002) -> 49 (2.4806, 18.8253)
    53 (9.56692, 9.61399) -> 50 (9.31539, 10.0461)
    54 (3.64263, 6.93961) -> 48 (3.28114, 7.28504)
    55 (1.8617, 14.2791) -> 2 (1.39879, 14.0901)
    56 (8.5282, 14.7896) -> 44 (8.24393, 14.3783)
    57 (8.84879, 15.1733) -> 56 (8.5282, 14.7896)
    58 (8.68579, 15.646) -> 57 (8.84879, 15.1733)
    59 (9.85946, 9.2085) -> 53 (9.56692, 9.61399)
    60 (6.00596, 13.9497) -> 19 (6.21252, 13.4943)
    61 (3.492, 6.46284) -> 54 (3.64263, 6.93961)
    62 (4.01579, 7.27241) -> 54 (3.64263, 6.93961)
    63 (10.1355, 8.79162) -> 59 (9.85946, 9.2085)
    64 (10.5647, 8.53512) -> 63 (10.1355, 8.79162)
    65 (3.8491, 12.6041) -> 11 (4.10893, 13.0313)
    66 (10.816, 8.10283) -> 64 (10.5647, 8.53512)
    67 (11.3117, 8.16811) -> 66 (10.816, 8.10283)
    68 (11.734, 7.90049) -> 67 (11.3117, 8.16811)
    69 (3.00215, 19.6624) -> 52 (2.81145, 19.2002)
    70 (3.44515, 19.8942) -> 69 (3.00215, 19.6624)
    71 (3.6637, 5.99324) -> 61 (3.492, 6.46284)
    72 (3.26035, 20.3588) -> 70 (3.44515, 19.8942)
    73 (11.9325, 7.44157) -> 68 (11.734, 7.90049)
    74 (12.3102, 7.11397) -> 73 (11.9325, 7.44157)
    75 (12.5608, 6.6813) -> 74 (12.3102, 7.11397)
    76 (10.6314, 7.63817) -> 66 (10.816, 8.10283)
    77 (9.06967, 15.9664) -> 58 (8.68579, 15.646)
    78 (13.0208, 6.48536) -> 75 (12.5608, 6.6813)
    79 (3.5535, 5.50554) -> 71 (3.6637, 5.99324)
    80 (9.51112, 16.2012) -> 77 (9.06967, 15.9664)
    81 (3.57792, 13.7821) -> 10 (3.68305, 13.2932)
    82 (9.46763, 16.6993) -> 80 (9.51112, 16.2012)
    83 (3.35787, 20.8492) -> 72 (3.26035, 20.3588)
    84 (13.3904, 6.82221) -> 78 (13.0208, 6.48536)
    85 (9.71461, 17.134) -> 82 (9.46763, 16.6993)
    86 (3.73582, 21.1766) -> 83 (3.35787, 20.8492)
    87 (3.6168, 5.00956) -> 79 (3.5535, 5.50554)
    88 (10.0916, 17.4625) -> 85 (9.71461, 17.134)
    89 (10.5379, 17.688) -> 88 (10.0916, 17.4625)
    90 (10.7755, 18.1279) -> 89 (10.5379, 17.688)
    91 (1.91811, 12.722) -> 5 (2.25051, 12.9034)
    92 (13.8016, 6.53788) -> 84 (13.3904, 6.82221)
    93 (3.76077, 19.5065) -> 70 (3.44515, 19.8942)
    94 (12.9177, 5.99612) -> 78 (13.0208, 6.48536)
    95 (4.06279, 4.78352) -> 87 (3.6168, 5.00956)
    96 (11.275, 18.1056) -> 90 (10.7755, 18.1279)
    97 (3.99646, 19.0655) -> 93 (3.76077, 19.5065)
    98 (14.2493, 6.76065) -> 92 (13.8016, 6.53788)
    99 (4.26993, 7.703) -> 62 (4.01579, 7.27241)
    100 (11.5917, 18.4924) -> 96 (11.275, 18.1056)
    101 (1.4549, 12.5337) -> 91 (1.91811, 12.722)
    102 (14.7285, 6.61808) -> 98 (14.2493, 6.76065)
    103 (15.1727, 6.38857) -> 102 (14.7285, 6.61808)
    104 (9.92481, 15.9203) -> 80 (9.51112, 16.2012)
    105 (15.5427, 6.72493) -> 103 (15.1727, 6.38857)
    106 (4.37456, 4.39263) -> 95 (4.06279, 4.78352)
    107 (4.09436, 3.97852) -> 106 (4.37456, 4.39263)
    108 (2.28437, 12.741) -> 5 (2.25051, 12.9034)
    109 (15.0391, 5.90677) -> 103 (15.1727, 6.38857)
    110 (16.0013, 6.92398) -> 105 (15.5427, 6.72493)
    111 (11.8206, 18.937) -> 100 (11.5917, 18.4924)
    112 (12.3042, 18.81) -> 111 (11.8206, 18.937)
    113 (1.08951, 13.6848) -> 3 (1.57874, 13.6236)
    114 (12.7777, 18.6493) -> 112 (12.3042, 18.81)
    115 (8.4303, 16.0758) -> 58 (8.68579, 15.646)
    116 (15.3595, 5.52296) -> 109 (15.0391, 5.90677)
    117 (15.6177, 5.09478) -> 116 (15.3595, 5.52296)
    118 (13.2118, 18.8974) -> 114 (12.7777, 18.6493)
    119 (3.89324, 3.52075) -> 107 (4.09436, 3.97852)
    120 (4.45492, 7.03332) -> 62 (4.01579, 7.27241)
    121 (15.9222, 4.69816) -> 117 (15.6177, 5.09478)
    122 (13.6727, 19.0911) -> 118 (13.2118, 18.8974)
    123 (4.05142, 3.04643) -> 119 (3.89324, 3.52075)
    124 (16.2487, 5.07677) -> 121 (15.9222, 4.69816)
    125 (16.4657, 7.10928) -> 110 (16.0013, 6.92398)
    126 (3.84349, 21.6649) -> 86 (3.73582, 21.1766)
    127 (14.1164, 18.8604) -> 122 (13.6727, 19.0911)
    128 (4.03335, 22.1274) -> 126 (3.84349, 21.6649)
    129 (3.90823, 2.56737) -> 123 (4.05142, 3.04643)
    130 (2.82542, 7.07931) -> 48 (3.28114, 7.28504)
    131 (2.06542, 19.1039) -> 49 (2.4806, 18.8253)
    132 (12.9078, 5.49622) -> 94 (12.9177, 5.99612)
    133 (14.5975, 18.9963) -> 127 (14.1164, 18.8604)
    134 (15.0975, 18.9877) -> 133 (14.5975, 18.9963)
    135 (3.74556, 2.09457) -> 129 (3.90823, 2.56737)
    136 (11.7449, 19.4312) -> 111 (11.8206, 18.937)
    137 (4.04251, 1.6923) -> 135 (3.74556, 2.09457)
    138 (3.60914, 22.3921) -> 128 (4.03335, 22.1274)
    139 (16.9201, 7.31799) -> 125 (16.4657, 7.10928)
    140 (4.47157, 22.3682) -> 128 (4.03335, 22.1274)
    141 (15.9273, 4.19818) -> 121 (15.9222, 4.69816)
    142 (16.3248, 3.89487) -> 141 (15.9273, 4.19818)
    143 (16.5251, 3.43675) -> 142 (16.3248, 3.89487)
    144 (2.21789, 15.7069) -> 12 (1.71802, 15.6959)
    145 (4.5418, 1.66564) -> 137 (4.04251, 1.6923)
    146 (4.6305, 22.8422) -> 140 (4.47157, 22.3682)
    147 (14.3607, 7.24808) -> 98 (14.2493, 6.76065)
    148 (15.4819, 18.668) -> 134 (15.0975, 18.9877)
    149 (12.7911, 5.01003) -> 132 (12.9078, 5.49622)
    150 (1.17718, 12.118) -> 101 (1.4549, 12.5337)
    151 (3.72272, 1.30794) -> 137 (4.04251, 1.6923)
    152 (4.2624, 18.6421) -> 97 (3.99646, 19.0655)
    153 (17.325, 7.61139) -> 139 (16.9201, 7.31799)
    154 (17.718, 7.92049) -> 153 (17.325, 7.61139)
    155 (15.9819, 18.6726) -> 148 (15.4819, 18.668)
    156 (3.41659, 2.65839) -> 129 (3.90823, 2.56737)
    157 (14.6424, 19.4943) -> 133 (14.5975, 18.9963)
    158 (16.9111, 3.11889) -> 143 (16.5251, 3.43675)
    159 (14.9293, 19.9039) -> 157 (14.6424, 19.4943)
    160 (3.73631, 0.808125) -> 151 (3.72272, 1.30794)
    161 (15.2424, 20.2936) -> 159 (14.9293, 19.9039)
    162 (3.30673, 4.61732) -> 87 (3.6168, 5.00956)
    163 (10.8808, 17.5692) -> 89 (10.5379, 17.688)
    164 (4.10688, 5.28157) -> 95 (4.06279, 4.78352)
    165 (15.4534, 20.747) -> 161 (15.2424, 20.2936)
    166 (12.3113, 5.15057) -> 149 (12.7911, 5.01003)
    167 (15.492, 18.1681) -> 148 (15.4819, 18.668)
    168 (16.8404, 2.62391) -> 158 (16.9111, 3.11889)
    169 (2.39278, 7.32996) -> 130 (2.82542, 7.07931)
    170 (4.75813, 7.59503) -> 99 (4.26993, 7.703)
    171 (4.41322, 23.2926) -> 146 (4.6305, 22.8422)
    172 (15.6057, 21.2232) -> 165 (15.4534, 20.747)
    173 (5.03715, 1.59764) -> 145 (4.5418, 1.66564)
    174 (17.0558, 2.17266) -> 168 (16.8404, 2.62391)
    175 (3.30313, 10.5167) -> 27 (2.80314, 10.5132)
    176 (16.0413, 21.4687) -> 172 (15.6057, 21.2232)
    177 (10.2572, 9.51152) -> 59 (9.85946, 9.2085)
    178 (4.2379, 23.7608) -> 171 (4.41322, 23.2926)
    179 (8.63275, 15.0955) -> 57 (8.84879, 15.1733)
    180 (10.7246, 7.40926) -> 76 (10.6314, 7.63817)
    181 (3.81663, 0.314618) -> 160 (3.73631, 0.808125)
    182 (3.68986, -0.169045) -> 181 (3.81663, 0.314618)
    183 (17.2623, 1.7173) -> 174 (17.0558, 2.17266)
    184 (3.71782, -0.668262) -> 182 (3.68986, -0.169045)
    185 (18.2162, 7.96311) -> 154 (17.718, 7.92049)
    186 (3.477, -1.10644) -> 184 (3.71782, -0.668262)
